,Unnamed: 0,Unnamed: 0.1,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,FIPS,Last_Update,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
228,228,228,"Summit, UT",US,40.8298,-110.9984,2020-02-01,0.0,0.0,0.0,,,,,,,,,,,
229,229,229,"Fairfield, CT",US,41.256,-73.3709,2020-02-01,0.0,0.0,0.0,,,,,,,,,,,
230,230,230,"Litchfield, CT",US,41.7866,-73.2765,2020-02-01,0.0,0.0,0.0,,,,,,,,,,,
231,231,231,"Orleans, LA",US,29.9511,-90.0715,2020-02-01,0.0,0.0,0.0,,,,,,,,,,,
232,232,232,"Pennington, SD",US,43.8901,-102.2548,2020-02-01,0.0,0.0,0.0,,,,,,,,,,,
233,233,233,"Beadle, SD",US,44.4797,-98.2213,2020-02-01,0.0,0.0,0.0,,,,,,,,,,,
234,234,234,"Charles Mix, SD",US,43.0985,-98.3965,2020-02-01,0.0,0.0,0.0,,,,,,,,,,,
235,235,235,"Davison, SD",US,43.7242,-98.2213,2020-02-01,0.0,0.0,0.0,,,,,,,,,,,
236,236,236,"Minnehaha, SD",US,43.6632,-96.8351,2020-02-01,0.0,0.0,0.0,,,,,,,,,,,
237,237,237,"Bon Homme, SD",US,42.9815,-97.8722,2020-02-01,0.0,0.0,0.0,,,,,,,,,,,
238,238,238,"Socorro, NM",US,33.8837,-106.7235,2020-02-01,0.0,0.0,0.0,,,,,,,,,,,
239,239,239,"Bernalillo, NM",US,35.0178,-106.6291,2020-02-01,0.0,0.0,0.0,,,,,,,,,,,
240,240,240,"Oakland, MI",US,42.5922,-83.3362,2020-02-01,0.0,0.0,0.0,,,,,,,,,,,
241,241,241,"Wayne, MI",US,42.2791,-83.3362,2020-02-01,0.0,0.0,0.0,,,,,,,,,,,
242,242,242,"New Castle, DE",US,39.5393,-75.6674,2020-02-01,0.0,0.0,0.0,,,,,,,,,,,
243,243,243,Alabama,US,32.3182,-86.9023,2020-02-01,0.0,0.0,0.0,1.0,,,,,,,,,,
244,244,244,Puerto Rico,US,18.2208,-66.5901,2020-02-01,0.0,0.0,0.0,72.0,,,,,,,,,,
245,245,245,Guam,US,13.4443,144.7937,2020-02-01,0.0,0.0,0.0,66.0,,,,,,,,,,
246,246,246,Virgin Islands,US,18.3358,-64.8963,2020-02-01,0.0,0.0,0.0,78.0,,,,,,,,,,
247,247,247,United States Virgin Islands,US,18.3358,-64.8963,2020-02-01,0.0,0.0,0.0,,,,,,,,,,,
248,248,248,US,US,37.0902,-95.7129,2020-02-01,0.0,0.0,0.0,,,,,,,,,,,
249,249,249,Washington,US,47.4009,-121.4905,2020-03-01,0.0,0.0,0.0,53.0,,,,,,,,,,
250,250,250,New York,US,42.1657,-74.9481,2020-03-01,0.0,0.0,0.0,36.0,,,,,,,,,,
251,251,251,California,US,36.1162,-119.6816,2020-03-01,0.0,0.0,0.0,6.0,,,,,,,,,,
252,252,252,Massachusetts,US,42.2302,-71.5301,2020-03-01,0.0,0.0,0.0,25.0,,,,,,,,,,
253,253,253,Diamond Princess,US,35.4437,139.638,2020-03-01,44.0,0.0,0.0,,,,,,,,,,,
254,254,254,Grand Princess,US,37.6489,-122.6655,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
255,255,255,Georgia,US,33.0406,-83.6431,2020-03-01,0.0,0.0,0.0,13.0,,,,,,,,,,
256,256,256,Colorado,US,39.0598,-105.3111,2020-03-01,0.0,0.0,0.0,8.0,,,,,,,,,,
257,257,257,Florida,US,27.7663,-81.6868,2020-03-01,0.0,0.0,0.0,12.0,,,,,,,,,,
258,258,258,New Jersey,US,40.2989,-74.521,2020-03-01,0.0,0.0,0.0,34.0,,,,,,,,,,
259,259,259,Oregon,US,44.572,-122.0709,2020-03-01,0.0,0.0,0.0,41.0,,,,,,,,,,
260,260,260,Texas,US,31.0545,-97.5635,2020-03-01,0.0,0.0,0.0,48.0,,,,,,,,,,
261,261,261,Illinois,US,40.3495,-88.9861,2020-03-01,0.0,0.0,0.0,17.0,,,,,,,,,,
262,262,262,Pennsylvania,US,40.5908,-77.2098,2020-03-01,0.0,0.0,0.0,42.0,,,,,,,,,,
263,263,263,Iowa,US,42.0115,-93.2105,2020-03-01,0.0,0.0,0.0,19.0,,,,,,,,,,
264,264,264,Maryland,US,39.0639,-76.8021,2020-03-01,0.0,0.0,0.0,24.0,,,,,,,,,,
265,265,265,North Carolina,US,35.6301,-79.8064,2020-03-01,0.0,0.0,0.0,37.0,,,,,,,,,,
266,266,266,South Carolina,US,33.8569,-80.945,2020-03-01,0.0,0.0,0.0,45.0,,,,,,,,,,
267,267,267,Tennessee,US,35.7478,-86.6923,2020-03-01,0.0,0.0,0.0,47.0,,,,,,,,,,
268,268,268,Virginia,US,37.7693,-78.17,2020-03-01,0.0,0.0,0.0,51.0,,,,,,,,,,
269,269,269,Arizona,US,33.7298,-111.4312,2020-03-01,0.0,0.0,0.0,4.0,,,,,,,,,,
270,270,270,Indiana,US,39.8494,-86.2583,2020-03-01,0.0,0.0,0.0,18.0,,,,,,,,,,
271,271,271,Kentucky,US,37.6681,-84.6701,2020-03-01,0.0,0.0,0.0,21.0,,,,,,,,,,
272,272,272,District of Columbia,US,38.8974,-77.0268,2020-03-01,0.0,0.0,0.0,11.0,,,,,,,,,,
273,273,273,Nevada,US,38.3135,-117.0554,2020-03-01,0.0,0.0,0.0,32.0,,,,,,,,,,
274,274,274,New Hampshire,US,43.4525,-71.5639,2020-03-01,0.0,0.0,0.0,33.0,,,,,,,,,,
275,275,275,Minnesota,US,45.6945,-93.9002,2020-03-01,0.0,0.0,0.0,27.0,,,,,,,,,,
276,276,276,Nebraska,US,41.1254,-98.2681,2020-03-01,0.0,0.0,0.0,31.0,,,,,,,,,,
277,277,277,Ohio,US,40.3888,-82.7649,2020-03-01,0.0,0.0,0.0,39.0,,,,,,,,,,
278,278,278,Rhode Island,US,41.6809,-71.5118,2020-03-01,0.0,0.0,0.0,44.0,,,,,,,,,,
279,279,279,Wisconsin,US,44.2685,-89.6165,2020-03-01,0.0,0.0,0.0,55.0,,,,,,,,,,
280,280,280,Connecticut,US,41.5978,-72.7554,2020-03-01,0.0,0.0,0.0,9.0,,,,,,,,,,
281,281,281,Hawaii,US,21.0943,-157.4983,2020-03-01,0.0,0.0,0.0,15.0,,,,,,,,,,
282,282,282,Oklahoma,US,35.5653,-96.9289,2020-03-01,0.0,0.0,0.0,40.0,,,,,,,,,,
283,283,283,Utah,US,40.15,-111.8624,2020-03-01,0.0,0.0,0.0,49.0,,,,,,,,,,
284,284,284,Kansas,US,38.5266,-96.7265,2020-03-01,0.0,0.0,0.0,20.0,,,,,,,,,,
285,285,285,Louisiana,US,31.1695,-91.8678,2020-03-01,0.0,0.0,0.0,22.0,,,,,,,,,,
286,286,286,Missouri,US,38.4561,-92.2884,2020-03-01,0.0,0.0,0.0,29.0,,,,,,,,,,
287,287,287,Vermont,US,44.0459,-72.7107,2020-03-01,0.0,0.0,0.0,50.0,,,,,,,,,,
288,288,288,Alaska,US,61.3707,-152.4044,2020-03-01,0.0,0.0,0.0,2.0,,,,,,,,,,
289,289,289,Arkansas,US,34.9697,-92.3731,2020-03-01,0.0,0.0,0.0,5.0,,,,,,,,,,
290,290,290,Delaware,US,39.3185,-75.5071,2020-03-01,0.0,0.0,0.0,10.0,,,,,,,,,,
291,291,291,Idaho,US,44.2405,-114.4788,2020-03-01,0.0,0.0,0.0,16.0,,,,,,,,,,
292,292,292,Maine,US,44.6939,-69.3819,2020-03-01,0.0,0.0,0.0,23.0,,,,,,,,,,
293,293,293,Michigan,US,43.3266,-84.5361,2020-03-01,0.0,0.0,0.0,26.0,,,,,,,,,,
294,294,294,Mississippi,US,32.7416,-89.6787,2020-03-01,0.0,0.0,0.0,28.0,,,,,,,,,,
295,295,295,Montana,US,46.9219,-110.4544,2020-03-01,0.0,0.0,0.0,30.0,,,,,,,,,,
296,296,296,New Mexico,US,34.8405,-106.2485,2020-03-01,0.0,0.0,0.0,35.0,,,,,,,,,,
297,297,297,North Dakota,US,47.5289,-99.784,2020-03-01,0.0,0.0,0.0,38.0,,,,,,,,,,
298,298,298,South Dakota,US,44.2998,-99.4388,2020-03-01,0.0,0.0,0.0,46.0,,,,,,,,,,
299,299,299,West Virginia,US,38.4912,-80.9545,2020-03-01,0.0,0.0,0.0,54.0,,,,,,,,,,
300,300,300,Wyoming,US,42.756,-107.3025,2020-03-01,0.0,0.0,0.0,56.0,,,,,,,,,,
301,301,301,"Kitsap, WA",US,47.6477,-122.6413,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
302,302,302,"Solano, CA",US,38.3105,-121.9018,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
303,303,303,"Santa Cruz, CA",US,37.0454,-121.958,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
304,304,304,"Napa, CA",US,38.5025,-122.2654,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
305,305,305,"Ventura, CA",US,34.3705,-119.1391,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
306,306,306,"Worcester, MA",US,42.4097,-71.8571,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
307,307,307,"Gwinnett, GA",US,33.9191,-84.0167,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
308,308,308,"DeKalb, GA",US,33.7956,-84.2279,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
309,309,309,"Floyd, GA",US,37.5455,-82.7779,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
310,310,310,"Fayette, GA",US,33.4502,-84.4803,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
311,311,311,"Gregg, TX",US,32.4893,-94.8521,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
312,312,312,"Monmouth, NJ",US,40.2589,-74.124,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
313,313,313,"Burlington, NJ",US,40.0712,-74.8649,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
314,314,314,"Camden, NJ",US,39.9259,-75.1196,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
315,315,315,"Passaic, NJ",US,40.8568,-74.1285,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
316,316,316,"Union, NJ",US,40.6976,-74.2632,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
317,317,317,"Eagle, CO",US,39.6553,-106.8287,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
318,318,318,"Larimer, CO",US,40.6956,-105.5943,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
319,319,319,"Arapahoe, CO",US,39.6203,-104.3326,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
320,320,320,"Gunnison, CO",US,38.5458,-106.9253,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
321,321,321,"Kane, IL",US,41.9879,-88.4016,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
322,322,322,"Monroe, PA",US,41.0458,-75.2479,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
323,323,323,"Philadelphia, PA",US,39.9526,-75.1652,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
324,324,324,"Norfolk, VA",US,36.8508,-76.2859,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
325,325,325,"Arlington, VA",US,38.8816,-77.09100000000002,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
326,326,326,"Spotsylvania, VA",US,38.2042,-77.6078,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
327,327,327,"Loudoun, VA",US,39.0768,-77.6536,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
328,328,328,"Prince George's, MD",US,38.7849,-76.8721,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
329,329,329,"Pottawattamie, IA",US,41.3912,-95.4778,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
330,330,330,"Camden, NC",US,34.2465,-80.607,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
331,331,331,"Pima, AZ",US,32.0575,-111.6661,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
332,332,332,"Noble, IN",US,41.4277,-85.355,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
333,333,333,"Adams, IN",US,39.8522,-77.2865,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
334,334,334,"Boone, IN",US,40.0106,-86.4997,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
335,335,335,"Dane, WI",US,43.0186,-89.5498,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
336,336,336,"Pierce, WI",US,44.7509,-92.3814,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
337,337,337,"Cuyahoga, OH",US,41.4339,-81.6758,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
338,338,338,"Weber, UT",US,41.2603,-111.9522,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
339,339,339,"Bennington County, VT",US,43.0279,-73.135,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
340,340,340,"Carver County, MN",US,44.8254,-93.7842,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
341,341,341,"Charlotte County, FL",US,26.8946,-81.9098,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
342,342,342,"Cherokee County, GA",US,34.2515,-84.4803,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
343,343,343,"Collin County, TX",US,33.1795,-96.493,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
344,344,344,"Jefferson County, KY",US,38.1938,-85.6435,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
345,345,345,"Jefferson Parish, LA",US,29.6499,-90.1121,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
346,346,346,"Shasta County, CA",US,40.7909,-121.8474,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
347,347,347,"Spartanburg County, SC",US,34.8606,-81.9535,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
348,348,348,"Harrison County, KY",US,38.4333,-84.3542,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
349,349,349,"Johnson County, IA",US,41.6699,-91.5984,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
350,350,350,"Berkshire County, MA",US,42.3118,-73.1822,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
351,351,351,"Davidson County, TN",US,36.1343,-86.822,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
352,352,352,"Douglas County, OR",US,43.1261,-123.2492,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
353,353,353,"Fresno County, CA",US,36.9859,-119.2321,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
354,354,354,"Harford County, MD",US,39.5839,-76.3637,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
355,355,355,"Hendricks County, IN",US,39.8065,-86.5401,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
356,356,356,"Hudson County, NJ",US,40.7453,-74.0535,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
357,357,357,"Johnson County, KS",US,38.8454,-94.8521,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
358,358,358,"Kittitas County, WA",US,47.175,-120.9319,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
359,359,359,"Manatee County, FL",US,27.4799,-82.3452,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
360,360,360,"Marion County, OR",US,44.8446,-122.5927,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
361,361,361,"Okaloosa County, FL",US,30.5773,-86.6611,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
362,362,362,"Polk County, GA",US,34.0132,-85.1479,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
363,363,363,"Riverside County, CA",US,33.9533,-117.3961,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
364,364,364,"Shelby County, TN",US,35.1269,-89.9253,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
365,365,365,"St. Louis County, MO",US,38.6103,-90.4125,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
366,366,366,"Suffolk County, NY",US,40.9849,-72.6151,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
367,367,367,"Ulster County, NY",US,41.8586,-74.3118,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
368,368,368,"Volusia County, FL",US,29.028,-81.0755,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
369,369,369,"Fairfax County, VA",US,38.9085,-77.2405,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
370,370,370,"Rockingham County, NH",US,42.9931,-71.0498,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
371,371,371,"Washington, D.C.",US,38.9072,-77.0369,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
372,372,372,"Montgomery County, PA",US,40.229,-75.3879,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
373,373,373,"Alameda County, CA",US,37.6017,-121.7195,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
374,374,374,"Broward County, FL",US,26.1901,-80.3659,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
375,375,375,"Lee County, FL",US,26.663,-81.9535,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
376,376,376,"Pinal County, AZ",US,32.8162,-111.2845,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
377,377,377,"Rockland County, NY",US,41.1489,-73.983,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
378,378,378,"Saratoga County, NY",US,43.0324,-73.936,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
379,379,379,"Charleston County, SC",US,32.7957,-79.7848,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
380,380,380,"Clark County, WA",US,45.7466,-122.5194,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
381,381,381,"Cobb County, GA",US,33.8999,-84.5641,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
382,382,382,"Davis County, UT",US,40.9629,-112.0953,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
383,383,383,"El Paso County, CO",US,38.9108,-104.4723,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
384,384,384,"Honolulu County, HI",US,21.307,-157.8584,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
385,385,385,"Jackson County, OR ",US,42.3345,-122.7647,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
386,386,386,"Jefferson County, WA",US,47.7425,-123.304,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
387,387,387,"Kershaw County, SC",US,34.3672,-80.5883,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
388,388,388,"Klamath County, OR",US,42.6953,-121.6142,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
389,389,389,"Madera County, CA",US,37.2519,-119.6963,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
390,390,390,"Pierce County, WA",US,47.0676,-122.1295,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
391,391,391,"Tulsa County, OK",US,36.1593,-95.941,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
392,392,392,"Douglas County, CO",US,39.2587,-104.9389,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
393,393,393,"Providence County, RI",US,41.8882,-71.4774,2020-03-01,1.0,0.0,0.0,,,,,,,,,,,
394,394,394,"Chatham County, NC",US,35.7211,-79.1781,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
395,395,395,"Delaware County, PA",US,39.9078,-75.3879,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
396,396,396,"Douglas County, NE",US,41.3148,-96.1951,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
397,397,397,"Fayette County, KY",US,38.0606,-84.4803,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
398,398,398,"Marion County, IN",US,39.8362,-86.1752,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
399,399,399,"Middlesex County, MA",US,42.4672,-71.2874,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
400,400,400,"Nassau County, NY",US,40.6546,-73.5594,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
401,401,401,"Ramsey County, MN",US,44.9964,-93.0616,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
402,402,402,"Washoe County, NV",US,40.5608,-119.6035,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
403,403,403,"Wayne County, PA",US,41.6739,-75.2479,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
404,404,404,"Yolo County, CA",US,38.7646,-121.9018,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
405,405,405,"Santa Clara County, CA",US,37.3541,-121.9552,2020-03-01,3.0,0.0,1.0,,,,,,,,,,,
406,406,406,"Clark County, NV",US,36.0796,-115.094,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
407,407,407,"Fort Bend County, TX",US,29.5693,-95.8143,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
408,408,408,"Grant County, WA",US,47.1981,-119.3732,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
409,409,409,"Santa Rosa County, FL",US,30.769,-86.9824,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
410,410,410,"Williamson County, TN",US,35.9179,-86.8622,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
411,411,411,"New York County, NY",US,40.7128,-74.006,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
412,412,412,"Montgomery County, MD",US,39.1547,-77.2405,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
413,413,413,"Suffolk County, MA",US,42.3601,-71.0589,2020-03-01,1.0,0.0,1.0,,,,,,,,,,,
414,414,414,"Denver County, CO",US,39.7392,-104.9903,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
415,415,415,"Summit County, CO",US,39.5912,-106.064,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
416,416,416,"Bergen County, NJ",US,40.9263,-74.077,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
417,417,417,"Harris County, TX",US,29.7752,-95.3103,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
418,418,418,"San Francisco County, CA",US,37.7749,-122.4194,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
419,419,419,"Contra Costa County, CA",US,37.8534,-121.9018,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
420,420,420,"Orange County, CA",US,33.7879,-117.8531,2020-03-01,1.0,0.0,0.0,,,,,,,,,,,
421,421,421,"Norfolk County, MA",US,42.1767,-71.1449,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
422,422,422,"Maricopa County, AZ",US,33.2918,-112.4291,2020-03-01,1.0,0.0,1.0,,,,,,,,,,,
423,423,423,"Wake County, NC",US,35.8032,-78.5661,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
424,424,424,"Westchester County, NY",US,41.122,-73.7949,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
425,425,425,"Grafton County, NH",US,43.9088,-71.82600000000002,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
426,426,426,"Hillsborough, FL",US,27.9904,-82.3018,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
427,427,427,"Placer County, CA",US,39.0916,-120.8039,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
428,428,428,"San Mateo, CA",US,37.563,-122.3255,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
429,429,429,"Sonoma County, CA",US,38.578,-122.9888,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
430,430,430,"Umatilla, OR",US,45.775,-118.7606,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
431,431,431,"Fulton County, GA",US,33.8034,-84.3963,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
432,432,432,"Washington County, OR",US,45.547,-123.1386,2020-03-01,1.0,0.0,0.0,,,,,,,,,,,
433,433,433,"Snohomish County, WA",US,48.033,-121.8339,2020-03-01,2.0,0.0,0.0,,,,,,,,,,,
434,434,434,"Humboldt County, CA",US,40.745,-123.8695,2020-03-01,1.0,0.0,0.0,,,,,,,,,,,
435,435,435,"Sacramento County, CA",US,38.4747,-121.3542,2020-03-01,2.0,0.0,0.0,,,,,,,,,,,
436,436,436,"San Diego County, CA",US,32.7157,-117.1611,2020-03-01,2.0,0.0,1.0,,,,,,,,,,,
437,437,437,"San Benito, CA",US,36.5761,-120.9876,2020-03-01,2.0,0.0,0.0,,,,,,,,,,,
438,438,438,"Los Angeles, CA",US,34.0522,-118.2437,2020-03-01,1.0,0.0,0.0,,,,,,,,,,,
439,439,439,"King County, WA",US,47.6062,-122.3321,2020-03-01,9.0,1.0,1.0,,,,,,,,,,,
440,440,440,"Cook County, IL",US,41.7377,-87.6976,2020-03-01,3.0,0.0,2.0,,,,,,,,,,,
441,441,441,"Skagit, WA",US,48.4242,-121.7114,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
442,442,442,"Thurston, WA",US,46.8646,-122.7696,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
443,443,443,"Island, WA",US,48.1976,-122.5795,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
444,444,444,"Whatcom, WA",US,48.8787,-121.9719,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
445,445,445,"Marin, CA",US,38.0834,-122.7633,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
446,446,446,"Calaveras, CA",US,38.196,-120.6805,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
447,447,447,"Stanislaus, CA",US,37.5091,-120.9876,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
448,448,448,"San Joaquin, CA",US,36.6066,-120.189,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
449,449,449,"Essex, MA",US,42.632,-70.7829,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
450,450,450,"Charlton, GA",US,30.7917,-82.0843,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
451,451,451,"Collier, FL",US,26.07,-81.4279,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
452,452,452,"Pinellas, FL",US,27.8764,-82.7779,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
453,453,453,"Alachua, FL",US,29.7938,-82.4944,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
454,454,454,"Nassau, FL",US,30.5927,-81.8224,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
455,455,455,"Pasco, FL",US,28.3232,-82.4319,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
456,456,456,"Dallas, TX",US,32.7767,-96.797,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
457,457,457,"Tarrant, TX",US,32.7732,-97.3517,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
458,458,458,"Montgomery, TX",US,30.3883,-95.6963,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
459,459,459,"Middlesex, NJ",US,40.5726,-74.4927,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
460,460,460,"Jefferson, CO",US,39.58,-105.2663,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
461,461,461,"Multnomah, OR",US,45.5146,-122.5863,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
462,462,462,"Polk, OR",US,44.9267,-123.4919,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
463,463,463,"Deschutes, OR",US,43.8325,-121.2617,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
464,464,464,"McHenry, IL",US,42.3334,-88.2668,2020-03-01,0.0,0.0,0.0,,,,,,,,,,,
